pesquisa_id;ano;unidades_federativas_id;unidade_federativa_nome;ambito;cargos_id;cargo;tipo_id;tipo;turno;data_pesquisa;instituto_id;instituto;voto_tipo;cenario_id;cenario_descricao;candidatos_id;candidato_partido;candidato;ano_default;condicao;percentual;data_referencia;margem_mais;margem_menos;contratante;num_registro;orgao_registro;qtd_entrevistas;partidos_id;partido;cidade
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23314;cenário 4 - estimulado - 2º turno;5047;nenhum (N/A);nenhum;;1;16.20;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23314;cenário 4 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;4.70;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23315;cenário 5 - estimulado - 2º turno;855;João Doria (PSDB);João Doria;2018-Governador;0;23.00;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;33;PSDB;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23315;cenário 5 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;5.70;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23315;cenário 5 - estimulado - 2º turno;5047;nenhum (N/A);nenhum;;1;19.70;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23315;cenário 5 - estimulado - 2º turno;706;Bolsonaro (N/A);Bolsonaro;2018-Presidente;0;51.70;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23316;cenário 6 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;5.40;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23316;cenário 6 - estimulado - 2º turno;940;Luciano Huck (N/A);Luciano Huck;;0;27.60;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23316;cenário 6 - estimulado - 2º turno;706;Bolsonaro (N/A);Bolsonaro;2018-Presidente;0;50.80;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9314;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-07-21;105;Paraná Pesquisas;Votos Totais;23316;cenário 6 - estimulado - 2º turno;5047;nenhum (N/A);nenhum;;1;16.20;18-21.jul.2020;2.00;0.00;Revista Veja;;;2030;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;209;branco / nulo (N/A);branco / nulo;;1;12.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;5046;não sabe (N/A);não sabe;;1;8.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;508;Fernando Haddad (PT);Fernando Haddad;2018-Presidente;0;14.00;3-5.ago.2020;2.00;2.00;;;;2500;39;PT;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;706;Bolsonaro (N/A);Bolsonaro;2018-Presidente;0;38.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;289;Ciro (PDT);Ciro;;0;6.00;3-5.ago.2020;2.00;2.00;;;;2500;10;PDT;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;1583;Sérgio Moro (N/A);Sérgio Moro;;0;10.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;3438;Luiz Henrique Mandetta (DEM);Luiz Henrique Mandetta;;0;5.00;3-5.ago.2020;2.00;2.00;;;;2500;2;DEM;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;855;João Doria (PSDB);João Doria;2018-Governador;0;4.00;3-5.ago.2020;2.00;2.00;;;;2500;33;PSDB;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-08-05;356;PoderData;Votos Totais;23304;cenário 1 - estimulado - 1º turno;523;Flávio Dino (PC do B);Flávio Dino;2018-Governador;0;3.00;3-5.ago.2020;2.00;2.00;;;;2500;9;PC do B;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23305;cenário 1 - estimulado - 2º turno;214;branco / nulo / não sabe / não respondeu (N/A);branco / nulo / não sabe / não respondeu;;1;18.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23305;cenário 1 - estimulado - 2º turno;706;Bolsonaro (N/A);Bolsonaro;2018-Presidente;0;41.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23305;cenário 1 - estimulado - 2º turno;1583;Sérgio Moro (N/A);Sérgio Moro;;0;41.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23306;cenário 2 - estimulado - 2º turno;214;branco / nulo / não sabe / não respondeu (N/A);branco / nulo / não sabe / não respondeu;;1;24.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23306;cenário 2 - estimulado - 2º turno;508;Fernando Haddad (PT);Fernando Haddad;2018-Presidente;0;34.00;3-5.ago.2020;2.00;2.00;;;;2500;39;PT;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23306;cenário 2 - estimulado - 2º turno;706;Bolsonaro (N/A);Bolsonaro;2018-Presidente;0;42.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23307;cenário 3 - estimulado - 2º turno;214;branco / nulo / não sabe / não respondeu (N/A);branco / nulo / não sabe / não respondeu;;1;26.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23307;cenário 3 - estimulado - 2º turno;706;Bolsonaro (N/A);Bolsonaro;2018-Presidente;0;44.00;3-5.ago.2020;2.00;2.00;;;;2500;1;N/A;
9313;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-08-05;356;PoderData;Votos Totais;23307;cenário 3 - estimulado - 2º turno;855;João Doria (PSDB);João Doria;2018-Governador;0;30.00;3-5.ago.2020;2.00;2.00;;;;2500;33;PSDB;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;289;Ciro (PDT);Ciro;;0;3.00;14-16.set.2020;2.00;2.00;;;;2500;10;PDT;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;523;Flávio Dino (PC do B);Flávio Dino;2018-Governador;0;3.00;14-16.set.2020;2.00;2.00;;;;2500;9;PC do B;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;209;branco / nulo (N/A);branco / nulo;;1;11.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;5046;não sabe (N/A);não sabe;;1;7.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;35.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;973;Lula (PT);Lula;;0;21.00;14-16.set.2020;2.00;2.00;;;;2500;39;PT;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;1583;Sérgio Moro (sem partido);Sérgio Moro;;0;11.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;3438;Luiz Henrique Mandetta (DEM);Luiz Henrique Mandetta;;0;5.00;14-16.set.2020;2.00;2.00;;;;2500;2;DEM;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23348;cenário 1 - estimulado - 1º turno;855;João Doria (PSDB);João Doria;2018-Governador;0;4.00;14-16.set.2020;2.00;2.00;;;;2500;33;PSDB;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;289;Ciro (PDT);Ciro;;0;7.00;14-16.set.2020;2.00;2.00;;;;2500;10;PDT;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;508;Fernando Haddad (PT);Fernando Haddad;2018-Presidente;0;10.00;14-16.set.2020;2.00;2.00;;;;2500;39;PT;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;1583;Sérgio Moro (sem partido);Sérgio Moro;;0;13.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;35.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;3438;Luiz Henrique Mandetta (DEM);Luiz Henrique Mandetta;;0;7.00;14-16.set.2020;2.00;2.00;;;;2500;2;DEM;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;855;João Doria (PSDB);João Doria;2018-Governador;0;5.00;14-16.set.2020;2.00;2.00;;;;2500;33;PSDB;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;523;Flávio Dino (PC do B);Flávio Dino;2018-Governador;0;4.00;14-16.set.2020;2.00;2.00;;;;2500;9;PC do B;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;209;branco / nulo (N/A);branco / nulo;;1;13.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-09-16;356;PoderData;Votos Totais;23349;cenário 2 - estimulado - 1º turno;5046;não sabe (N/A);não sabe;;1;6.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23350;cenário 1 - estimulado - 2º turno;508;Fernando Haddad (PT);Fernando Haddad;2018-Presidente;0;38.00;14-16.set.2020;2.00;2.00;;;;2500;39;PT;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23350;cenário 1 - estimulado - 2º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;45.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23350;cenário 1 - estimulado - 2º turno;209;branco / nulo (N/A);branco / nulo;;1;16.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23350;cenário 1 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;1.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23351;cenário 2 - estimulado - 2º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;40.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23351;cenário 2 - estimulado - 2º turno;1583;Sérgio Moro (sem partido);Sérgio Moro;;0;37.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23351;cenário 2 - estimulado - 2º turno;209;branco / nulo (N/A);branco / nulo;;1;20.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23351;cenário 2 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;3.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23352;cenário 3 - estimulado - 2º turno;706;Bolsonaro (PSL);Bolsonaro;2018-Presidente;0;48.00;14-16.set.2020;2.00;2.00;;;;2500;35;PSL;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23352;cenário 3 - estimulado - 2º turno;289;Ciro (PDT);Ciro;;0;33.00;14-16.set.2020;2.00;2.00;;;;2500;10;PDT;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23352;cenário 3 - estimulado - 2º turno;209;branco / nulo (N/A);branco / nulo;;1;17.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23352;cenário 3 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;2.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23353;cenário 4 - estimulado - 2º turno;209;branco / nulo (N/A);branco / nulo;;1;20.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23353;cenário 4 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;3.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23353;cenário 4 - estimulado - 2º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;45.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23353;cenário 4 - estimulado - 2º turno;855;João Doria (PSDB);João Doria;2018-Governador;0;32.00;14-16.set.2020;2.00;2.00;;;;2500;33;PSDB;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23354;cenário 5 - estimulado - 2º turno;973;Lula (PT);Lula;;0;41.00;14-16.set.2020;2.00;2.00;;;;2500;39;PT;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23354;cenário 5 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;5.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23354;cenário 5 - estimulado - 2º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;41.00;14-16.set.2020;2.00;2.00;;;;2500;47;sem partido;
9328;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-09-16;356;PoderData;Votos Totais;23354;cenário 5 - estimulado - 2º turno;209;branco / nulo (N/A);branco / nulo;;1;13.00;14-16.set.2020;2.00;2.00;;;;2500;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;855;João Doria (PSDB);João Doria;2018-Governador;0;3.00;5-8.out.2020;3.00;3.00;Exame;;;1200;33;PSDB;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;841;João Amoêdo (Novo);João Amoêdo;;0;3.00;5-8.out.2020;3.00;3.00;Exame;;;1200;5;Novo;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;1076;Marina (Rede);Marina;2014-Presidente;0;2.00;5-8.out.2020;3.00;3.00;Exame;;;1200;45;Rede;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;1243;Outros (N/A);Outros;;1;1.00;5-8.out.2020;3.00;3.00;Exame;;;1200;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;523;Flávio Dino (PC do B);Flávio Dino;2018-Governador;0;1.00;5-8.out.2020;3.00;3.00;Exame;;;1200;9;PC do B;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;940;Luciano Huck (sem partido);Luciano Huck;;0;5.00;5-8.out.2020;3.00;3.00;Exame;;;1200;47;sem partido;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;31.00;5-8.out.2020;3.00;3.00;Exame;;;1200;47;sem partido;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;973;Lula (PT);Lula;;0;17.00;5-8.out.2020;3.00;3.00;Exame;;;1200;39;PT;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;1583;Sérgio Moro (sem partido);Sérgio Moro;;0;13.00;5-8.out.2020;3.00;3.00;Exame;;;1200;47;sem partido;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;5046;não sabe (N/A);não sabe;;1;7.00;5-8.out.2020;3.00;3.00;Exame;;;1200;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;209;branco / nulo (N/A);branco / nulo;;1;7.00;5-8.out.2020;3.00;3.00;Exame;;;1200;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;289;Ciro (PDT);Ciro;;0;6.00;5-8.out.2020;3.00;3.00;Exame;;;1200;10;PDT;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;1;2020-10-08;332;Ideia Big Data;Votos Totais;23447;cenário 1 - estimulado - 1º turno;3438;Luiz Henrique Mandetta (DEM);Luiz Henrique Mandetta;;0;4.00;5-8.out.2020;3.00;3.00;Exame;;;1200;2;DEM;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23448;cenário 1 - estimulado - 2º turno;209;branco / nulo (N/A);branco / nulo;;1;21.00;5-8.out.2020;3.00;3.00;Exame;;;1200;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23448;cenário 1 - estimulado - 2º turno;706;Bolsonaro (PSL);Bolsonaro;2018-Presidente;0;42.00;5-8.out.2020;3.00;3.00;Exame;;;1200;35;PSL;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23448;cenário 1 - estimulado - 2º turno;973;Lula (PT);Lula;;0;31.00;5-8.out.2020;3.00;3.00;Exame;;;1200;39;PT;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23448;cenário 1 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;6.00;5-8.out.2020;3.00;3.00;Exame;;;1200;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23449;cenário 2 - estimulado - 2º turno;5046;não sabe (N/A);não sabe;;1;8.00;5-8.out.2020;3.00;3.00;Exame;;;1200;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23449;cenário 2 - estimulado - 2º turno;706;Bolsonaro (sem partido);Bolsonaro;2018-Presidente;0;38.00;5-8.out.2020;3.00;3.00;Exame;;;1200;47;sem partido;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23449;cenário 2 - estimulado - 2º turno;209;branco / nulo (N/A);branco / nulo;;1;23.00;5-8.out.2020;3.00;3.00;Exame;;;1200;1;N/A;
9371;2022;6;BRASIL;BR;3;Presidente;2;Estimulada;2;2020-10-08;332;Ideia Big Data;Votos Totais;23449;cenário 2 - estimulado - 2º turno;1583;Sérgio Moro (sem partido);Sérgio Moro;;0;31.00;5-8.out.2020;3.00;3.00;Exame;;;1200;47;sem partido;
